words,count,like_count_median,like_count_mean,reply_count_median,reply_count_mean,repost_count_median,repost_count_mean,distinct_creators,frequency,quadrant
.....,11,38.0,115.81818181818181,26.0,110.54545454545455,0.0,1.3636363636363635,5,11,Blue Ocean (藍海詞)
0%,35,1.0,1.0,0.0,0.37142857142857144,0.0,0.02857142857142857,9,35,Red Ocean (紅海詞)
0.8,26,19.0,21.384615384615383,0.0,1.5384615384615385,1.0,0.9230769230769231,1,26,Star (明星詞)
000,47,5.0,13.829787234042554,1.0,4.468085106382978,0.0,0.3617021276595745,16,47,Red Ocean (紅海詞)
01,10,3.5,5.0,0.0,1.3,0.0,0.0,7,10,Avoid (避開)
02,14,3.0,3.642857142857143,0.0,0.21428571428571427,0.0,0.07142857142857142,4,14,Avoid (避開)
06,24,2.0,3.0,0.0,0.4166666666666667,0.0,0.041666666666666664,5,24,Red Ocean (紅海詞)
07,22,3.0,4.2272727272727275,0.0,0.2727272727272727,0.0,0.18181818181818182,7,22,Red Ocean (紅海詞)
08,34,2.0,2.9411764705882355,0.0,0.29411764705882354,0.0,0.029411764705882353,7,34,Red Ocean (紅海詞)
09,16,2.0,3.1875,0.0,0.5,0.0,0.0,7,16,Avoid (避開)
1%,15,6.0,10.866666666666667,0.0,0.8666666666666667,0.0,0.26666666666666666,7,15,Avoid (避開)
1.1,18,33.5,39.833333333333336,1.0,11.444444444444445,1.0,0.7777777777777778,5,18,Blue Ocean (藍海詞)
1.2,22,16.0,29.272727272727273,0.0,0.7727272727272727,0.0,0.8181818181818182,3,22,Star (明星詞)
1.3,16,11.0,14.875,0.0,0.6875,1.0,0.8125,1,16,Blue Ocean (藍海詞)
1.5,41,17.0,22.29268292682927,0.0,1.4390243902439024,1.0,0.8292682926829268,7,41,Star (明星詞)
10%,20,24.0,60.75,1.5,4.9,0.5,1.65,9,20,Blue Ocean (藍海詞)
100%,34,15.0,45.0,2.0,4.411764705882353,0.0,2.0294117647058822,19,34,Star (明星詞)
10000,13,34.0,68.84615384615384,14.0,18.615384615384617,0.0,0.38461538461538464,7,13,Blue Ocean (藍海詞)
100cm,13,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,1,13,Avoid (避開)
101,19,50.0,88.84210526315789,39.0,31.94736842105263,2.0,3.4210526315789473,8,19,Blue Ocean (藍海詞)
110,86,0.0,1.6744186046511629,0.0,0.06976744186046512,0.0,0.20930232558139536,4,86,Red Ocean (紅海詞)
1111,12,26.0,32.5,5.0,18.0,0.0,0.6666666666666666,3,12,Blue Ocean (藍海詞)
120,79,0.0,0.8481012658227848,0.0,0.0759493670886076,0.0,0.0,4,79,Red Ocean (紅海詞)
130,67,0.0,0.26865671641791045,0.0,0.04477611940298507,0.0,0.0,2,67,Red Ocean (紅海詞)
130cm,10,0.0,0.3,0.0,0.0,0.0,0.0,1,10,Avoid (避開)
140,44,0.0,0.4318181818181818,0.0,0.022727272727272728,0.0,0.0,4,44,Red Ocean (紅海詞)
140cm,10,0.0,0.3,0.0,0.0,0.0,0.0,1,10,Avoid (避開)
149,23,3.0,4.391304347826087,0.0,0.5217391304347826,0.0,0.6086956521739131,4,23,Red Ocean (紅海詞)
15%,11,9.0,55.54545454545455,0.0,2.272727272727273,1.0,1.9090909090909092,6,11,Avoid (避開)
150,43,1.0,20.72093023255814,0.0,6.813953488372093,0.0,0.5813953488372093,15,43,Red Ocean (紅海詞)
1500,11,108.0,98.18181818181819,21.0,20.272727272727273,2.0,3.090909090909091,7,11,Blue Ocean (藍海詞)
160,17,0.0,0.47058823529411764,0.0,0.058823529411764705,0.0,0.0,3,17,Avoid (避開)
17%,11,0.0,1.6363636363636365,0.0,0.18181818181818182,0.0,0.0,5,11,Avoid (避開)
17000,11,117.0,132.0909090909091,55.0,64.27272727272727,0.0,0.36363636363636365,1,11,Blue Ocean (藍海詞)
1800,43,0.0,1.2790697674418605,0.0,0.06976744186046512,0.0,0.37209302325581395,4,43,Red Ocean (紅海詞)
18000,10,146.0,242.1,66.5,70.7,0.0,1.1,1,10,Blue Ocean (藍海詞)
1M,40,11.0,22.175,0.0,0.975,1.0,0.675,1,40,Star (明星詞)
